# Modelo implementado por Luis A. Cubillos EPOMAR - UdeC
# Datos macha Mesodesma donacium Cucao, Chiloé
# Fecha evaluación		14-06-11	30-03-12	26-04-13	14-01-14	04-12-15	31-01-17
# Ejecutor		F. Chinquihue	F. Chinquihue	O-Divers	F. Chinquihue	O-Divers	O-Divers
# 
##############################
# Numero de años: 2011-2017
7
# Numero de clases de talla
18
#Indicadores poblacionales y pesqueros
#YY	 n	dens	ds	CV	area	Ntot	Btot	frexpl	Nvul	Bvul	arlp	brlp	CTPn	CTPw	CVctp  Desem
2011	647	111	97	0.10	693665	72530774	1356	0.929	67393086	1261	0.000176	2.855	16670773	347	0.01	199
2012	1063	213	215	0.10	1126557	221053098	4639	0.901	199123764	4460	0.000151	2.923	52172771	1169	0.01	662
2013	328	441	134	0.10	1171920	203711242	5407	0.875	178310838	5399	0.000071	3.106	44577710	1350	0.01	800
2014	1116	198	114	0.10	706592	68007968	1687	0.603	41035969	1646	0.000039	3.238	8878243	356	0.01	304
2015	0	0	0	0.10	0	0	0	0	0	0	0.000202	2.931	0	0	0.01	101
2016	800	359	317	0.10	1086775	385039770	3258	0.275	106046073	1992	0.000094	2.964	24627555	450	0.01	152
2017	236	79	26	0.10	1206144	94972633	1618	0.766	72744995	1539	0.000682	2.500	19060043	403	0.01	592
#Frecuencia de tallas en la poblacion muestreada
0	0	0	0	0	0	5	34	204	600	615	306	78	20	7	1	0	0
12	22	12	3	1	1	5	14	138	421	628	321	53	2	0	0	0	0
4	37	5	4	0	0	0	0	0	19	86	92	126	26	2	0	0	0
0	90	191	87	95	61	24	11	1	0	11	123	300	274	126	17	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	40	108	152	65	39	54	34	14	9	11	9	5	0	0
45	16	2	0	0	1	2	17	26	41	94	107	54	12	3	3	0	0
#Fin archivo

